0,66,62,1
20,62,33,1
57,45,27,1
61,27,34,1
9,41,86,1
54,22,65,1
67,56,46,1
52,9,25,1
6,55,18,1
54,94,74,1
53,42,26,1
64,74,52,1
75,20,21,1
68,46,6,1
80,81,52,1
28,90,43,1
70,47,79,1
30,82,91,1
41,54,21,1
29,65,50,1
19,31,13,1
92,14,88,1
54,14,74,1
61,89,28,1
80,62,58,1
28,4,70,1
64,51,68,1
61,94,25,1
97,40,11,1
23,86,42,1
32,60,78,1
37,67,45,1
17,19,61,1
57,18,16,1
4,45,6,1
84,14,39,1
87,62,79,1
72,31,23,1
10,73,19,1
69,21,18,1
91,65,70,1
41,25,27,1
0,64,73,1
86,27,65,1
40,83,61,1
49,92,12,1
20,74,82,1
75,27,54,1
37,93,89,1
9,40,71,1
19,62,91,1
5,49,0,1
23,35,37,1
2,94,97,1
9,76,71,1
33,19,80,1
87,66,60,1
76,11,54,1
28,4,84,1
78,80,76,1
94,54,0,1
63,59,68,1
5,26,52,1
33,17,72,1
33,70,56,1
41,3,49,1
16,52,87,1
52,68,39,1
77,53,45,1
15,77,63,1
29,96,26,1
83,75,78,1
59,27,87,1
98,93,82,1
63,44,39,1
44,72,70,1
32,72,98,1
47,34,38,1
79,76,62,1
50,72,42,1
45,59,3,1
73,89,77,1
88,54,93,1
38,22,99,1
61,13,89,1
69,39,99,1
35,84,67,1
48,97,41,1
62,65,42,1
91,18,59,1
69,19,23,1
91,20,77,1
79,61,45,1
33,40,41,1
79,6,72,1
90,18,26,1
57,67,10,1
55,56,91,1
58,7,75,1
95,63,37,1
1,57,50,1
65,14,83,1
24,99,49,1
91,31,5,1
23,75,74,1
97,63,39,1
59,70,7,1
14,94,29,1
62,20,37,1
58,28,67,1
61,37,81,1
11,76,35,1
76,87,34,1
92,99,5,1
63,26,93,1
78,64,22,1
43,66,52,1
34,87,48,1
97,31,76,1
24,67,55,1
15,52,42,1
3,87,63,1
90,19,76,1
48,91,76,1
43,39,61,1
73,19,37,1
56,7,81,1
59,64,88,1
1,25,23,1
74,5,3,1
23,89,19,1
2,65,90,1
53,91,62,1
74,78,91,1
38,12,95,1
26,71,14,1
5,91,8,1
66,38,30,1
1,4,20,1
52,95,43,1
71,5,82,1
66,49,91,1
23,12,32,1
15,80,41,1
79,77,12,1
29,73,12,1
75,94,81,1
40,30,7,1
56,22,76,1
43,59,80,1
20,65,72,1
91,3,80,1
33,86,23,1
10,2,72,1
39,84,88,1
1,76,65,1
30,97,49,1
32,28,72,1
41,13,40,1
54,7,79,1
73,2,45,1
89,6,14,1
27,9,28,1
12,28,91,1
83,19,35,1
3,15,27,1
64,32,71,1
95,34,30,1
11,8,90,1
59,16,13,1
31,18,86,1
74,81,88,1
21,48,24,1
82,85,83,1
74,27,39,1
10,5,50,1
56,69,70,1
81,41,96,1
18,4,74,1
55,4,85,1
60,87,16,1
76,59,7,1
68,91,10,1
95,46,88,1
95,0,67,1
66,47,81,1
46,52,16,1
15,73,28,1
28,61,63,1
70,87,15,1
22,6,64,1
67,13,27,1
11,68,30,1
8,90,49,1
66,88,62,1
98,44,72,1
74,53,5,1
10,49,34,1
48,47,64,1
6,8,7,1
84,67,90,1
76,86,42,1
54,0,82,1
75,0,7,1
95,60,29,1
96,94,80,1
98,29,90,1
21,34,81,1
86,77,18,1
6,75,16,1
59,76,34,1
84,22,40,1
70,4,13,1
83,81,44,1
34,75,25,1
78,60,9,1
93,87,23,1
29,82,64,1
46,27,14,1
91,16,77,1
68,18,85,1
18,5,14,1
24,39,33,1
59,44,53,1
14,58,52,1
91,62,37,1
34,60,45,1
30,5,26,1
11,76,84,1
50,70,81,1
69,23,36,1
95,83,59,1
1,64,86,1
77,91,89,1
55,57,42,1
36,61,87,1
85,96,63,1
59,57,85,1
27,8,41,1
33,40,98,1
27,33,25,1
97,90,61,1
13,97,60,1
40,72,30,1
14,21,98,1
10,99,8,1
93,72,43,1
30,44,3,1
33,4,61,1
61,6,88,1
59,33,66,1
20,21,61,1
71,27,63,1
18,43,66,1
28,56,88,1
73,20,69,1
72,41,14,1
62,82,79,1
6,70,12,1
0,86,71,1
58,24,68,1
73,10,52,1
0,47,72,1
34,83,74,1
10,43,61,1
3,7,2,1
68,58,52,1
16,53,30,1
99,71,31,1
80,9,38,1
33,92,96,1
79,4,29,1
49,94,11,1
83,95,80,1
42,9,48,1
37,58,21,1
5,8,94,1
64,14,6,1
92,4,97,1
42,88,45,1
21,13,74,1
64,15,36,1
62,84,53,1
83,17,97,1
25,44,55,1
85,10,97,1
4,48,80,1
10,38,19,1
56,1,80,1
10,29,85,1
16,22,53,1
98,95,91,1
67,62,51,1
0,72,59,1
87,64,98,1
79,26,35,1
33,10,92,1
33,99,39,1
15,85,4,1
46,86,48,1
11,59,71,1
11,27,23,1
99,71,59,1
84,7,98,1
13,97,25,1
50,95,55,1
35,20,34,1
65,12,7,1
54,10,51,1
47,37,97,1
20,40,5,1
1,4,69,1
56,20,84,1
14,58,60,1
67,2,1,1
73,85,35,1
98,62,11,1
91,25,23,1
75,71,54,1
66,14,27,1
71,40,5,1
51,36,17,1
71,77,59,1
77,73,75,1
58,82,60,1
32,92,2,1
79,48,85,1
94,69,6,1
2,92,8,1
4,43,57,1
92,96,20,1
47,73,37,1
65,35,67,1
67,10,5,1
39,34,9,1
92,22,28,1
9,62,78,1
95,98,4,1
47,89,84,1
0,76,39,1
16,51,74,1
89,64,49,1
61,7,74,1
83,92,60,1
86,74,43,1
21,11,44,1
86,64,27,1
47,37,13,1
35,65,68,1
23,28,33,1
54,85,55,1
85,71,30,1
21,56,36,1
80,27,31,1
34,33,88,1
29,92,46,1
63,68,8,1
57,59,87,1
52,13,77,1
69,38,8,1
88,24,48,1
20,19,93,1
86,40,98,1
19,87,70,1
15,96,53,1
70,75,62,1
4,84,35,1
72,55,12,1
34,62,60,1
33,85,97,1
24,75,44,1
7,35,29,1
76,52,49,1
97,77,47,1
9,12,0,1
78,18,25,1
3,39,57,1
27,8,50,1
79,11,2,1
93,49,36,1
42,90,34,1
88,25,57,1
38,0,26,1
63,82,68,1
1,18,54,1
82,66,70,1
94,24,0,1
0,30,19,1
61,0,50,1
99,97,95,1
4,93,91,1
62,32,5,1
70,78,29,1
83,45,71,1
25,9,8,1
88,58,30,1
58,69,7,1
78,50,33,1
68,64,22,1
56,6,93,1
11,25,81,1
14,69,86,1
75,86,96,1
35,56,36,1
19,95,2,1
71,19,70,1
76,25,28,1
78,87,86,1
46,50,4,1
19,74,27,1
15,50,49,1
12,50,4,1
74,25,18,1
27,84,86,1
4,77,94,1
16,76,54,1
10,78,45,1
17,57,27,1
11,0,53,1
9,97,54,1
75,65,58,1
45,12,62,1
96,43,12,1
32,68,23,1
62,0,41,1
92,50,15,1
3,44,34,1
73,17,23,1
48,91,53,1
18,90,26,1
0,24,11,1
86,5,0,1
28,30,8,1
83,59,57,1
45,50,21,1
46,76,75,1
25,90,7,1
75,13,45,1
23,54,72,1
33,57,4,1
75,96,58,1
64,55,82,1
60,0,89,1
69,87,47,1
53,29,45,1
81,6,30,1
53,30,11,1
2,96,9,1
7,28,30,1
77,44,93,1
28,1,26,1
93,1,66,1
54,84,69,1
72,89,48,1
77,57,40,1
96,77,28,1
7,8,29,1
49,76,67,1
22,88,10,1
32,61,46,1
81,22,30,1
73,82,10,1
1,16,54,1
88,70,75,1
59,3,98,1
95,26,61,1
86,52,13,1
56,53,35,1
98,97,68,1
31,20,87,1
0,5,91,1
6,16,89,1
30,87,88,1
48,83,15,1
69,66,46,1
39,22,84,1
23,36,13,1
4,65,34,1
15,68,40,1
1,60,2,1
36,54,8,1
69,66,93,1
78,14,32,1
49,2,85,1
58,56,45,1
1,6,63,1
42,71,33,1
93,21,48,1
75,7,49,1
39,82,16,1
40,74,2,1
16,45,95,1
90,68,59,1
5,87,65,1
28,77,76,1
32,48,74,1
44,88,5,1
15,54,73,1
31,91,23,1
43,11,49,1
75,10,36,1
32,87,93,1
58,64,90,1
63,93,96,1
86,29,20,1
2,92,45,1
11,94,61,1
89,79,65,1
17,22,62,1
29,47,59,1
45,50,99,1
53,48,14,1
9,14,18,1
61,36,79,1
61,94,0,1
84,20,38,1
14,38,75,1
30,61,52,1
46,77,96,1
31,1,41,1
65,53,49,1
28,30,62,1
2,21,12,1
51,84,67,1
84,65,63,1
25,16,63,1
94,36,67,1
2,55,32,1
67,61,71,1
56,84,40,1
10,85,56,1
72,60,59,1
25,9,89,1
11,16,56,1
27,26,43,1
30,88,34,1
56,95,65,1
43,69,60,1
86,71,34,1
68,31,94,1
39,21,11,1
37,41,24,1
3,22,43,1
6,84,81,1
15,0,94,1
98,5,85,1
51,47,7,1
2,43,77,1
11,31,93,1
42,34,17,1
2,33,74,1
26,6,25,1
35,60,50,1
70,74,75,1
98,42,61,1
27,97,59,1
64,78,56,1
34,2,9,1
24,68,80,1
50,9,31,1
19,87,23,1
74,2,45,1
68,62,63,1
31,55,22,1
68,64,52,1
0,97,24,1
95,60,58,1
55,28,85,1
53,32,56,1
98,93,29,1
17,95,94,1
70,47,78,1
74,16,14,1
89,25,75,1
97,27,57,1
9,50,11,1
59,20,1,1
23,96,68,1
98,18,76,1
85,4,72,1
87,93,18,1
42,12,16,1
92,46,86,1
26,78,76,1
63,45,95,1
28,96,31,1
25,26,9,1
88,5,61,1
92,85,63,1
45,12,5,1
61,37,99,1
25,46,93,1
22,32,58,1
81,63,55,1
36,82,76,1
95,62,61,1
4,9,31,1
5,93,60,1
13,43,51,1
74,69,66,1
7,85,18,1
3,53,83,1
66,91,50,1
12,64,49,1
33,64,0,1
4,49,46,1
65,56,97,1
73,21,39,1
0,76,46,1
86,4,29,1
64,84,0,1
52,16,61,1
92,98,88,1
51,89,80,1
91,0,83,1
41,27,30,1
88,80,33,1
7,29,45,1
63,62,90,1
90,72,54,1
7,92,33,1
72,87,40,1
41,56,45,1
26,70,25,1
95,46,11,1
54,94,31,1
50,22,98,1
19,39,82,1
82,93,21,1
14,26,13,1
68,11,30,1
90,97,54,1
54,88,60,1
53,3,84,1
91,87,27,1
24,64,87,1
7,49,78,1
27,62,36,1
41,12,39,1
72,8,93,1
64,44,22,1
28,31,88,1
53,31,11,1
81,4,21,1
22,6,55,1
66,15,96,1
67,73,34,1
21,48,79,1
31,76,24,1
19,4,31,1
28,56,68,1
74,91,72,1
40,99,22,1
0,97,78,1
24,4,54,1
87,74,33,1
94,67,49,1
92,81,41,1
1,73,71,1
50,48,61,1
85,37,60,1
99,91,62,1
12,75,98,1
86,83,4,1
8,55,79,1
26,8,86,1
19,68,46,1
45,22,96,1
85,43,17,1
31,29,41,1
12,81,49,1
93,72,25,1
53,25,49,1
56,59,10,1
99,75,43,1
90,4,10,1
52,46,53,1
93,35,71,1
5,20,57,1
24,54,63,1
12,13,41,1
61,38,94,1
71,75,40,1
40,83,57,1
25,44,79,1
18,60,87,1
13,1,54,1
38,37,17,1
92,22,63,1
2,17,66,1
93,34,26,1
33,17,54,1
18,5,86,1
79,46,19,1
9,95,49,1
14,86,36,1
61,14,53,1
31,48,30,1
56,54,92,1
89,82,4,1
55,19,33,1
78,27,70,1
96,21,90,1
77,80,61,1
34,98,17,1
94,65,56,1
47,69,38,1
29,98,6,1
67,59,49,1
90,68,67,1
60,17,75,1
91,31,70,1
8,97,91,1
75,89,8,1
4,55,14,1
74,53,60,1
30,48,47,1
76,86,65,1
41,15,38,1
39,8,89,1
99,45,42,1
60,41,67,1
24,59,71,1
58,35,64,1
57,76,28,1
21,23,64,1
2,22,3,1
7,24,72,1
5,86,40,1
75,23,6,1
7,61,97,1
32,10,91,1
8,63,15,1
17,65,35,1
15,50,72,1
56,69,15,1
53,0,56,1
59,26,49,1
40,78,30,1
94,84,76,1
52,77,67,1
96,94,43,1
78,17,38,1
27,11,33,1
21,85,33,1
57,1,31,1
42,65,38,1
34,49,53,1
25,42,77,1
37,2,30,1
29,39,34,1
68,90,27,1
59,11,41,1
7,39,60,1
9,43,30,1
37,17,86,1
73,89,14,1
72,87,2,1
58,85,73,1
15,0,66,1
78,4,2,1
65,7,10,1
64,87,5,1
39,65,88,1
36,7,58,1
4,11,25,1
56,81,72,1
76,48,38,1
19,38,80,1
30,93,84,1
22,49,50,1
72,25,47,1
59,15,39,1
80,52,54,1
97,19,15,1
17,16,48,1
62,97,24,1
18,68,52,1
29,33,76,1
91,70,34,1
41,73,78,1
96,9,52,1
73,7,68,1
56,58,6,1
10,71,34,1
31,86,32,1
10,84,41,1
31,79,45,1
16,90,63,1
82,14,99,1
62,74,15,1
86,25,36,1
51,66,74,1
76,41,17,1
81,26,46,1
62,81,88,1
9,59,57,1
98,21,40,1
3,16,53,1
29,47,10,1
25,55,28,1
31,77,21,1
53,11,66,1
69,84,91,1
89,54,33,1
78,47,40,1
52,91,26,1
80,57,48,1
60,12,73,1
62,31,99,1
39,37,11,1
73,67,63,1
39,92,10,1
4,63,47,1
69,64,73,1
17,45,35,1
76,32,71,1
96,42,39,1
45,92,80,1
40,34,1,1
56,55,46,1
18,34,52,1
5,92,27,1
23,94,87,1
45,17,49,1
33,42,61,1
63,95,92,1
43,59,35,1
87,15,38,1
92,61,36,1
66,96,54,1
83,82,52,1
3,87,15,1
49,7,38,1
63,29,27,1
8,76,0,1
28,93,89,1
51,5,9,1
44,64,13,1
78,45,49,1
91,16,20,1
0,79,87,1
4,53,28,1
43,69,5,1
72,49,23,1
58,89,13,1
4,25,9,1
48,59,31,1
59,91,3,1
79,63,33,1
66,49,26,1
27,93,87,1
12,31,47,1
59,9,71,1
51,37,1,1
8,26,53,1
56,66,54,1
8,41,39,1
87,20,13,1
95,70,27,1
16,8,31,1
76,72,9,1
60,86,80,1
43,2,20,1
81,59,36,1
32,62,69,1
31,43,51,1
71,34,40,1
73,78,50,1
17,53,96,1
10,82,62,1
13,89,67,1
53,51,80,1
66,6,85,1
15,50,82,1
91,88,77,1
48,83,5,1
99,19,93,1
6,82,64,1
19,14,45,1
74,80,25,1
59,83,46,1
81,33,31,1
77,16,98,1
0,76,34,1
81,26,44,1
56,45,63,1
10,43,84,1
16,91,87,1
91,51,48,1
38,20,65,1
42,69,81,1
72,1,33,1
72,97,69,1
34,33,73,1
4,43,48,1
40,33,88,1
42,29,60,1
48,95,99,1
31,28,27,1
66,28,62,1
47,34,68,1
76,44,29,1
39,4,65,1
18,59,9,1
73,7,97,1
43,66,50,1
39,38,4,1
39,69,24,1
28,65,8,1
1,60,6,1
23,25,74,1
91,64,55,1
25,93,51,1
73,83,19,1
6,20,7,1
70,59,53,1
94,43,71,1
49,51,59,1
83,87,33,1
6,37,26,1
92,96,56,1
97,67,6,1
69,50,54,1
6,87,95,1
57,64,75,1
31,7,99,1
87,32,98,1
42,43,72,1
25,32,80,1
86,14,50,1
36,85,2,1
5,71,0,1
62,33,74,1
42,69,0,1
14,21,33,1
29,84,51,1
24,42,6,1
92,49,6,1
74,90,41,1
94,84,99,1
32,29,43,1
1,31,46,1
3,36,27,1
45,8,63,1
74,41,78,1
78,50,3,1
85,0,24,1
95,87,7,1
96,85,24,1
59,98,14,1
0,79,31,1
17,70,87,1
85,54,71,1
78,5,40,1
52,11,73,1
97,77,15,1
10,18,52,1
46,48,38,1
59,41,90,1
49,36,76,1
49,75,90,1
28,95,46,1
92,90,85,1
2,41,23,1
82,70,56,1
60,43,90,1
87,15,90,1
64,93,74,1
8,2,64,1
12,64,89,1
64,47,68,1
0,85,9,1
17,50,9,1
35,65,7,1
4,43,27,1
30,50,99,1
51,39,96,1
90,48,94,1
85,89,1,1
15,61,56,1
23,1,50,1
20,87,79,1
33,26,14,1
15,45,62,1
71,23,45,1
78,71,97,1
57,32,42,1
44,60,28,1
25,59,61,1
72,48,67,1
19,52,35,1
50,63,60,1
86,81,87,1
50,17,88,1
77,28,11,1
38,69,84,1
70,93,46,1
23,83,44,1
89,80,61,1
69,44,12,1
90,55,51,1
2,51,26,1
65,56,16,1
15,10,61,1
32,77,26,1
58,39,86,1
79,68,34,1
37,13,44,1
12,35,88,1
12,73,41,1
40,77,94,1
2,23,58,1
1,12,72,1
13,42,1,1
19,58,23,1
21,23,88,1
47,75,26,1
74,25,4,1
26,12,67,1
69,14,92,1
11,16,5,1
12,24,79,1
74,80,37,1
95,41,17,1
68,71,2,1
11,51,63,1
2,65,93,1
77,63,10,1
71,91,49,1
57,25,34,1
55,93,26,1
87,79,22,1
75,44,92,1
69,75,61,1
63,26,18,1
52,16,97,1
67,22,82,1
95,77,50,1
24,94,14,1
22,35,53,1
80,84,44,1
0,45,97,1
27,28,5,1
92,94,32,1
14,82,62,1
17,40,54,1
23,49,62,1
84,85,18,1
27,63,1,1
61,52,24,1
89,82,78,1
0,16,1,1
0,5,36,1
8,71,84,1
48,98,55,1
16,56,50,1
15,8,33,1
11,9,85,1
44,25,3,1
59,32,97,1
53,86,14,1
34,0,70,1
24,53,78,1
63,0,90,1
35,65,48,1
36,56,52,1
57,11,5,1
56,66,18,1
74,60,42,1
50,17,54,1
47,74,13,1
4,17,22,1
49,65,19,1
40,70,61,1
84,97,5,1
38,49,30,1
51,43,16,1
69,43,6,1
76,62,60,1
55,23,19,1
38,56,23,1
26,53,37,1
67,4,36,1
64,67,83,1
0,98,16,1
98,95,53,1
37,5,40,1
47,82,12,1
4,23,31,1
80,60,76,1
76,11,21,1
52,17,87,1
68,6,66,1
70,86,10,1
12,96,44,1
59,83,55,1
69,51,5,1
53,26,15,1
66,37,31,1
85,8,21,1
2,58,36,1
46,0,70,1
74,64,79,1
87,59,26,1
32,70,74,1
74,16,26,1
74,33,20,1
19,46,8,1
4,57,31,1
54,32,6,1
39,13,56,1
48,59,25,1
36,82,25,1
41,59,21,1
32,84,35,1
66,16,36,1
16,97,1,1
53,17,90,1
4,80,29,1
51,10,38,1
35,22,97,1
41,9,34,1
41,4,12,1
54,75,78,1
58,97,54,1
71,84,57,1
87,25,21,1
60,57,96,1
98,27,41,1
79,45,8,1
65,74,14,1
96,87,73,1
71,72,3,1
59,93,66,1
4,78,97,1
15,43,7,1
98,31,78,1
74,4,52,1
49,86,72,1
99,66,15,1
34,58,68,1
26,53,21,1
83,44,22,1
94,74,36,1
55,3,4,1
11,6,40,1
76,44,39,1
8,91,45,1
11,74,53,1
21,49,15,1
44,35,70,1
27,91,82,1
94,14,71,1
35,82,75,1
16,5,28,1
30,55,25,1
72,80,86,1
10,88,2,1
13,61,68,1
0,55,9,1
21,35,95,1
34,70,13,1
77,89,97,1
59,63,49,1
31,70,96,1
92,28,94,1
74,42,45,1
51,89,43,1
50,80,63,1
16,25,66,1
58,54,55,1
94,95,51,1
7,62,83,1
89,14,95,1
73,93,64,1
41,15,92,1
34,5,57,1
81,69,25,1
94,3,21,1
85,2,52,1
33,28,78,1
5,71,48,1
38,85,73,1
17,72,38,1
25,89,11,1
50,17,14,1
15,45,20,1
18,87,47,1
99,26,87,1
70,34,24,1
34,97,57,1
3,20,74,1
71,6,45,1
1,34,28,1
78,83,84,1
23,35,42,1
85,11,92,1
44,4,59,1
44,83,41,1
15,71,90,1
17,51,49,1
31,86,21,1
60,59,30,1
72,79,84,1
81,88,65,1
72,24,48,1
43,44,75,1
15,46,31,1
15,45,68,1
26,20,25,1
30,28,71,1
39,43,2,1
10,88,90,1
60,20,48,1
11,20,19,1
99,63,12,1
59,77,0,1
7,19,94,1
77,59,83,1
57,81,26,1
17,86,32,1
4,53,19,1
81,64,36,1
59,43,42,1
34,42,20,1
26,83,91,1
22,49,69,1
86,24,62,1
53,48,35,1
15,42,55,1
68,52,67,1
90,86,25,1
26,83,3,1
67,88,45,1
67,30,56,1
80,16,44,1
79,17,44,1
51,47,0,1
85,7,19,1
96,79,56,1
63,51,85,1
11,0,88,1
8,86,12,1
76,72,38,1
85,49,43,1
97,80,33,1
31,41,23,1
14,77,74,1
56,38,84,1
54,24,89,1
69,38,51,1
49,59,22,1
66,93,15,1
98,40,36,1
47,9,45,1
94,18,14,1
83,17,79,1
94,98,54,1
48,66,72,1
48,25,1,1
48,28,43,1
70,91,40,1
23,73,78,1
76,68,91,1
50,87,66,1
46,90,53,1
1,65,8,1
89,54,26,1
58,14,67,1
58,94,1,1
85,51,44,1
42,83,94,1
74,8,5,1
47,75,93,1
38,82,34,1
27,68,16,1
16,54,53,1
41,44,75,1
43,51,22,1
42,41,48,1
16,97,38,1
51,66,18,1
24,9,35,1
71,39,48,1
72,22,69,1
71,59,63,1
88,31,36,1
75,33,80,1
16,18,42,1
50,53,45,1
40,63,75,1
81,94,89,1
91,61,11,1
39,48,13,1
39,43,32,1
26,46,40,1
98,87,72,1
91,93,14,1
76,11,22,1
83,25,8,1
56,82,45,1
26,48,60,1
79,50,62,1
22,39,67,1
51,10,49,1
93,60,73,1
30,90,43,1
14,81,42,1
81,49,1,1
14,72,85,1
52,90,53,1
41,86,48,1
40,60,71,1
61,21,33,1
57,42,74,1
8,76,45,1
43,89,0,1
69,51,95,1
77,98,81,1
48,28,53,1
37,49,54,1
53,61,51,1
21,86,74,1
43,38,42,1
56,65,92,1
97,90,65,1
38,84,94,1
50,63,94,1
22,97,84,1
89,24,83,1
97,91,22,1
26,81,17,1
6,60,30,1
65,36,19,1
15,20,49,1
98,48,43,1
74,6,25,1
11,97,25,1
66,22,48,1
95,81,83,1
86,27,0,1
50,21,11,1
87,97,2,1
38,58,65,1
13,92,33,1
75,1,73,1
2,40,34,1
77,80,13,1
83,60,22,1
24,34,59,1
36,46,87,1
78,0,96,1
41,97,33,1
84,23,18,1
48,1,49,1
12,22,34,1
4,85,77,1
12,66,68,1
75,37,47,1
98,94,95,1
96,61,8,1
60,57,52,1
97,9,88,1
45,4,10,1
17,42,61,1
75,70,29,1
8,68,32,1
83,41,93,1
7,54,9,1
49,2,50,1
8,92,48,1
49,18,84,1
61,24,91,1
33,17,74,1
14,82,72,1
63,12,52,1
59,93,52,1
82,79,38,1
37,70,23,1
20,44,75,1
93,49,57,1
43,81,76,1
16,48,79,1
24,40,84,1
9,79,60,1
94,56,83,1
0,50,40,1
60,12,66,1
41,0,93,1
25,72,92,1
21,88,69,1
16,2,25,1
87,88,25,1
84,88,21,1
96,98,88,1
65,33,19,1
44,11,48,1
26,27,81,1
1,85,37,1
89,83,47,1
61,26,67,1
56,23,5,1
70,40,82,1
62,8,69,1
20,22,37,1
7,84,53,1
95,40,26,1
30,35,95,1
96,29,77,1
95,60,11,1
75,84,99,1
85,51,52,1
47,94,79,1
48,50,3,1
81,24,43,1
40,45,67,1
89,78,52,1
51,75,18,1
74,86,47,1
86,2,5,1
43,39,71,1
6,5,95,1
51,75,87,1
91,32,84,1
44,52,58,1
30,87,64,1
9,5,73,1
49,10,1,1
26,82,69,1
36,85,33,1
65,10,91,1
61,65,33,1
46,80,23,1
60,9,42,1
65,56,96,1
3,10,17,1
28,64,17,1
85,65,61,1
39,22,58,1
43,56,91,1
50,63,36,1
24,55,54,1
59,17,50,1
81,22,90,1
0,3,63,1
68,26,56,1
7,21,69,1
41,93,85,1
76,7,92,1
48,53,21,1
19,27,44,1
51,35,4,1
98,47,4,1
15,13,40,1
62,33,91,1
71,44,84,1
31,19,74,1
42,92,67,1
66,78,69,1
79,71,54,1
40,48,13,1
62,16,9,1
22,43,42,1
11,55,41,1
47,19,66,1
55,27,82,1
29,32,88,1
93,10,34,1
79,6,10,1
56,82,8,1
98,74,8,1
99,62,98,1
73,17,36,1
77,64,70,1
82,89,49,1
99,14,71,1
57,60,75,1
90,97,85,1
64,53,98,1
19,85,9,1
18,47,19,1
49,62,66,1
5,87,67,1
87,45,9,1
54,36,7,1
98,81,19,1
47,15,86,1
24,33,1,1
77,59,65,1
91,81,31,1
39,66,87,1
45,41,34,1
81,41,42,1
81,20,93,1
61,82,32,1
31,91,67,1
51,57,79,1
68,60,81,1
29,17,24,1
47,4,1,1
64,31,30,1
9,15,55,1
39,23,82,1
0,73,10,1
30,38,25,1
57,60,25,1
32,91,92,1
66,37,15,1
66,81,39,1
14,50,66,1
81,20,11,1
93,44,19,1
83,40,39,1
14,86,85,1
59,55,82,1
51,94,19,1
81,32,56,1
98,39,69,1
71,78,37,1
75,63,43,1
62,30,89,1
23,63,54,1
54,14,45,1
88,59,21,1
98,87,27,1
43,29,8,1
28,19,90,1
73,72,39,1
32,85,17,1
98,69,80,1
3,18,68,1
4,79,23,1
0,83,36,1
70,93,39,1
9,87,74,1
46,77,39,1
1,31,98,1
18,59,43,1
50,19,22,1
80,97,64,1
29,81,58,1
85,54,5,1
95,59,22,1
63,26,24,1
51,75,76,1
66,47,75,1
79,9,51,1
3,88,42,1
36,51,1,1
18,9,34,1
59,90,98,1
29,30,41,1
73,23,67,1
96,92,88,1
72,83,46,1
31,15,51,1
19,14,18,1
42,64,70,1
12,22,36,1
3,67,0,1
94,14,80,1
93,10,26,1
17,91,53,1
32,71,25,1
61,64,42,1
38,30,67,1
2,74,61,1
51,14,25,1
6,49,83,1
98,50,10,1
12,21,26,1
44,4,41,1
39,51,49,1
16,80,12,1
11,80,74,1
83,60,3,1
21,61,31,1
32,3,67,1
81,60,45,1
76,72,8,1
85,56,44,1
55,88,40,1
62,10,73,1
67,84,16,1
67,37,41,1
95,77,55,1
45,94,29,1
77,15,68,1
6,41,0,1
50,95,37,1
22,85,96,1
43,76,62,1
54,37,20,1
37,41,70,1
56,20,59,1
64,25,37,1
75,36,81,1
12,22,67,1
92,55,42,1
47,85,38,1
37,98,34,1
76,86,68,1
21,36,70,1
